food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
W_ATK2008_0001,"Pizza Super Supreme, pan pizza",Pizza,36,Atkinson 2008 International GI/GL tables: food no 1222; GI=36; serve 100.0 g; available carbs 24.0 g; GL 9.0.,9.0,9.0,9.0,Low,0.9,100,24.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0002,"Pizza Super Supreme, thin crust",Pizza,30,Atkinson 2008 International GI/GL tables: food no 1223; GI=30; serve 100.0 g; available carbs 22.0 g; GL 7.0.,7.0,7.0,7.0,Low,0.9,100,22.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0003,"Pizza Veg Supreme, thin crust",Pizza,49,Atkinson 2008 International GI/GL tables: food no 1224; GI=49; serve 100.0 g; available carbs 25.0 g; GL 12.0.,12.0,12.0,12.0,Medium,0.9,100,25.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0004,"Stone Baked Whole Wheat Pizza - Vegetable, Pesto",Pizza,54,Atkinson 2008 International GI/GL tables: food no 1225; GI=54; serve 100.0 g; available carbs 21.0 g; GL 11.0.,11.0,11.0,11.0,Medium,0.9,100,21.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0005,"Fish burger (fish patty, cheese and tartare",Burger,66,Atkinson 2008 International GI/GL tables: food no 1175; GI=66; serve 128.0 g; available carbs 30.0 g; GL 20.0.,15.6,15.6,15.6,Medium,0.9,100,23.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0006,"Hamburger (beef patty, ketchup, pickle, onion and",Burger,66,Atkinson 2008 International GI/GL tables: food no 1176; GI=66; serve 95.0 g; available carbs 25.0 g; GL 17.0.,17.9,17.9,17.9,Medium,0.9,100,26.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0007,"Lean beef burger (lean beef patty, tomato, mixed",Burger,66,Atkinson 2008 International GI/GL tables: food no 1177; GI=66; serve 164.0 g; available carbs 26.0 g; GL 17.0.,10.4,10.4,10.4,Medium,0.9,100,15.9,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0008,"Chicken burger (chicken patty, lettuce",Burger,66,Atkinson 2008 International GI/GL tables: food no 1178; GI=66; serve 186.0 g; available carbs 40.0 g; GL 26.0.,14.0,14.0,14.0,Medium,0.9,100,21.5,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0009,"Veg Burger (vegetable patty, lettuce, tomato and",Burger,59,Atkinson 2008 International GI/GL tables: food no 1179; GI=59; serve 100.0 g; available carbs 24.0 g; GL 14.0.,14.0,14.0,14.0,Medium,0.9,100,24.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0010,Pasta Florentina,Pasta,53,Atkinson 2008 International GI/GL tables: food no 1160; GI=53; serve 250.0 g; available carbs 34.0 g; GL 12.0.,4.8,4.8,4.8,Low,0.9,100,13.6,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0011,"Wholegrain Pasta & Sauce, Cheesy, prepared",Pasta,37,Atkinson 2008 International GI/GL tables: food no 1190; GI=37; serve 200.0 g; available carbs 22.0 g; GL 8.0.,4.0,4.0,4.0,Low,0.9,100,11.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0012,"Wholegrain Pasta & Sauce, Creamy Carbonara",Pasta,39,Atkinson 2008 International GI/GL tables: food no 1191; GI=39; serve 200.0 g; available carbs 23.0 g; GL 9.0.,4.5,4.5,4.5,Low,0.9,100,11.5,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0013,"Wholegrain Pasta & Sauce, Creamy Sun-dried Tomato",Pasta,43,Atkinson 2008 International GI/GL tables: food no 1192; GI=43; serve 200.0 g; available carbs 23.0 g; GL 10.0.,5.0,5.0,5.0,Low,0.9,100,11.5,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0014,"Wholegrain Pasta & Sauce, Parmesan and Cracked",Pasta,33,Atkinson 2008 International GI/GL tables: food no 1193; GI=33; serve 200.0 g; available carbs 20.0 g; GL 7.0.,3.5,3.5,3.5,Low,0.9,100,10.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0015,"Lasagne, beef (frozen)",Pasta,47,Atkinson 2008 International GI/GL tables: food no 1206; GI=47; serve 300.0 g; available carbs 35.0 g; GL 17.0.,5.7,5.7,5.7,Low,0.9,100,11.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0016,"Lasagne, meat",Pasta,28,Atkinson 2008 International GI/GL tables: food no 1207; GI=28; serve 300.0 g; available carbs 38.0 g; GL 11.0.,3.7,3.7,3.7,Low,0.9,100,12.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0017,"Lasagne, type NS",Pasta,34,Atkinson 2008 International GI/GL tables: food no 1208; GI=34; serve 300.0 g; available carbs 31.0 g; GL 10.0.,3.3,3.3,3.3,Low,0.9,100,10.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0018,"Lasagne, type NS",Pasta,25,Atkinson 2008 International GI/GL tables: food no 1209; GI=25; serve 300.0 g; available carbs 30.0 g; GL 8.0.,2.7,2.7,2.7,Low,0.9,100,10.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0019,"Lasagne, vegetarian",Pasta,20,Atkinson 2008 International GI/GL tables: food no 1210; GI=20; serve 300.0 g; available carbs 48.0 g; GL 10.0.,3.3,3.3,3.3,Low,0.9,100,16.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0020,"Pasta bake, tomato and mozzarella",Pasta,23,Atkinson 2008 International GI/GL tables: food no 1216; GI=23; serve 300.0 g; available carbs 43.0 g; GL 10.0.,3.3,3.3,3.3,Low,0.9,100,14.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0021,"Fusilli pasta twists, boiled",Pasta,28,Atkinson 2008 International GI/GL tables: food no 1217; GI=28; serve 10.0 g; available carbs 2.0 g; GL 41.0.,410.0,410.0,410.0,High,0.9,100,20.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0022,"Fusilli pasta twists, boiled",Pasta,27,Atkinson 2008 International GI/GL tables: food no 1218; GI=27; serve 10.0 g; available carbs 2.0 g; GL 41.0.,410.0,410.0,410.0,High,0.9,100,20.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0023,"Fusilli pasta twists, boiled",Pasta,40,Atkinson 2008 International GI/GL tables: food no 1219; GI=40; serve 10.0 g; available carbs 2.0 g; GL 41.0.,410.0,410.0,410.0,High,0.9,100,20.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0024,"Spaghetti, beans & vegetables steamed for 25 min",Pasta,54,Atkinson 2008 International GI/GL tables: food no 1220; GI=54; serve 200.0 g; available carbs 22.0 g; GL 12.0.,6.0,6.0,6.0,Low,0.9,100,11.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0025,Deluxe Cheddar Macaroni & Cheese Dinner,Pasta,34,Atkinson 2008 International GI/GL tables: food no 1235; GI=34; serve 60.0 g; available carbs 39.0 g; GL 13.0.,21.7,21.7,21.7,High,0.9,100,65.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0026,"Spaghetti bolognaise, home made",Pasta,52,Atkinson 2008 International GI/GL tables: food no 1252; GI=52; serve 360.0 g; available carbs 48.0 g; GL 25.0.,6.9,6.9,6.9,Low,0.9,100,13.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0027,"Corn pasta, gluten-free (Orgran Natural Foods",Pasta,68,Atkinson 2008 International GI/GL tables: food no 1327; GI=68; serve 180.0 g; available carbs 46.0 g; GL 31.0.,17.2,17.2,17.2,Medium,0.9,100,25.6,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0028,"Corn pasta, gluten-free",Pasta,78,Atkinson 2008 International GI/GL tables: food no 1328; GI=78; serve 180.0 g; available carbs 42.0 g; GL 32.0.,17.8,17.8,17.8,Medium,0.9,100,23.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0029,Fusilli pasta twists,Pasta,61,Atkinson 2008 International GI/GL tables: food no 1331; GI=61; serve 180.0 g; available carbs 48.0 g; GL 29.0.,16.1,16.1,16.1,Medium,0.9,100,26.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0030,"Fusilli pasta twists, dry pasta, boiled in 10 min",Pasta,54,Atkinson 2008 International GI/GL tables: food no 1332; GI=54; serve 180.0 g; available carbs 48.0 g; GL 26.0.,14.4,14.4,14.4,Medium,0.9,100,26.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0031,"Fusilli pasta twists, tricolour, dry pasta",Pasta,51,Atkinson 2008 International GI/GL tables: food no 1333; GI=51; serve 180.0 g; available carbs 45.0 g; GL 23.0.,12.8,12.8,12.8,Medium,0.9,100,25.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0032,"Fusilli pasta twists, wholewheat, dry pasta, boiled",Pasta,55,Atkinson 2008 International GI/GL tables: food no 1334; GI=55; serve 180.0 g; available carbs 41.0 g; GL 23.0.,12.8,12.8,12.8,Medium,0.9,100,22.8,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0033,"Gluten-free pasta, maize starch, boiled 8 min",Pasta,54,Atkinson 2008 International GI/GL tables: food no 1335; GI=54; serve 180.0 g; available carbs 42.0 g; GL 23.0.,12.8,12.8,12.8,Medium,0.9,100,23.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0034,"Lasagne sheets, dry pasta, boiled in unsalted water",Pasta,55,Atkinson 2008 International GI/GL tables: food no 1341; GI=55; serve 180.0 g; available carbs 47.0 g; GL 26.0.,14.4,14.4,14.4,Medium,0.9,100,26.1,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0035,"Lasagne, egg, dry pasta, boiled in unsalted water",Pasta,53,Atkinson 2008 International GI/GL tables: food no 1342; GI=53; serve 180.0 g; available carbs 43.0 g; GL 23.0.,12.8,12.8,12.8,Medium,0.9,100,23.9,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0036,"Lasagne, egg, verdi, dry pasta, boiled in",Pasta,52,Atkinson 2008 International GI/GL tables: food no 1343; GI=52; serve 180.0 g; available carbs 45.0 g; GL 23.0.,12.8,12.8,12.8,Medium,0.9,100,25.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0037,"Proti pasta, protein-enriched, boiled in water",Pasta,28,Atkinson 2008 International GI/GL tables: food no 1351; GI=28; serve 180.0 g; available carbs 49.0 g; GL 14.0.,7.8,7.8,7.8,Low,0.9,100,27.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0038,"Rice pasta, gluten-free",Pasta,51,Atkinson 2008 International GI/GL tables: food no 1356; GI=51; serve 180.0 g; available carbs 47.0 g; GL 24.0.,13.3,13.3,13.3,Medium,0.9,100,26.1,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0039,"Rice pasta, brown, boiled 16 min",Pasta,92,Atkinson 2008 International GI/GL tables: food no 1357; GI=92; serve 180.0 g; available carbs 38.0 g; GL 35.0.,19.4,19.4,19.4,Medium,0.9,100,21.1,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0040,"Rice and maize pasta, gluten-free, Ris'O'Mais",Pasta,76,Atkinson 2008 International GI/GL tables: food no 1358; GI=76; serve 180.0 g; available carbs 49.0 g; GL 37.0.,20.6,20.6,20.6,High,0.9,100,27.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0041,"Spaghetti, gluten-free, rice and Hi-Maize",Pasta,51,Atkinson 2008 International GI/GL tables: food no 1359; GI=51; serve 180.0 g; available carbs 49.0 g; GL 25.0.,13.9,13.9,13.9,Medium,0.9,100,27.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0042,"Spaghetti, gluten-free, rice and split pea",Pasta,68,Atkinson 2008 International GI/GL tables: food no 1360; GI=68; serve 220.0 g; available carbs 27.0 g; GL 19.0.,8.6,8.6,8.6,Low,0.9,100,12.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0043,"Spaghetti, 75% durum wheat flour and 25% chickpea",Pasta,41,Atkinson 2008 International GI/GL tables: food no 1361; GI=41; serve 180.0 g; available carbs 47.0 g; GL 19.0.,10.6,10.6,10.6,Medium,0.9,100,26.1,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0044,"Spaghetti, soy (Revival Soy, Physicians",Pasta,47,Atkinson 2008 International GI/GL tables: food no 1362; GI=47; serve 180.0 g; available carbs 37.0 g; GL 17.0.,9.4,9.4,9.4,Low,0.9,100,20.6,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0045,"100% durum semolina spaghetti, boiled 15 min",Pasta,41,Atkinson 2008 International GI/GL tables: food no 1368; GI=41; serve 180.0 g; available carbs 48.0 g; GL 19.0.,10.6,10.6,10.6,Medium,0.9,100,26.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0046,"Wholemeal pasta, dark durum wheat, boiled 10 min in",Pasta,58,Atkinson 2008 International GI/GL tables: food no 1380; GI=58; serve 180.0 g; available carbs 50.0 g; GL 29.0.,16.1,16.1,16.1,Medium,0.9,100,27.8,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0047,"Split pea and soya pasta shells, gluten-free",Pasta,29,Atkinson 2008 International GI/GL tables: food no 1382; GI=29; serve 180.0 g; available carbs 31.0 g; GL 9.0.,5.0,5.0,5.0,Low,0.9,100,17.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0048,"Tagliatelle, egg pasta, boiled in water for 7 min",Pasta,46,Atkinson 2008 International GI/GL tables: food no 1383; GI=46; serve 180.0 g; available carbs 44.0 g; GL 20.0.,11.1,11.1,11.1,Medium,0.9,100,24.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0049,"Chicken & Vegetable with wholegrain pasta, Country",Pasta,43,Atkinson 2008 International GI/GL tables: food no 1542; GI=43; serve 250.0 g; available carbs 11.0 g; GL 5.0.,2.0,2.0,2.0,Low,0.9,100,4.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0050,"Minestrone & Pasta Instant soup, low-fat",Pasta,54,Atkinson 2008 International GI/GL tables: food no 1548; GI=54; serve 250.0 g; available carbs 41.0 g; GL 22.0.,8.8,8.8,8.8,Low,0.9,100,16.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0051,"Pasta & Fagioli soup, ready-to-serve, President's",Pasta,52,Atkinson 2008 International GI/GL tables: food no 1550; GI=52; serve 250.0 g; available carbs 19.0 g; GL 10.0.,4.0,4.0,4.0,Low,0.9,100,7.6,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0052,Spaghetti served with beef tomato sauce,Pasta,42,Atkinson 2008 International GI/GL tables: food no 1843; GI=42; serve 300.0 g; available carbs 51.0 g; GL 21.0.,7.0,7.0,7.0,Low,0.9,100,17.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0053,Spaghetti served with pressure-cooked white beans,Pasta,77,Atkinson 2008 International GI/GL tables: food no 1844; GI=77; serve 300.0 g; available carbs 33.0 g; GL 25.0.,8.3,8.3,8.3,Low,0.9,100,11.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0054,"Chicken and noodles with vegetables, strained8",Noodles,67,Atkinson 2008 International GI/GL tables: food no 1069; GI=67; serve 120.0 g; available carbs 7.0 g; GL 5.0.,4.2,4.2,4.2,Low,0.9,100,5.8,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0055,"Honey Soy Beef with Wholemeal Noodles, reheated",Noodles,53,Atkinson 2008 International GI/GL tables: food no 1138; GI=53; serve 280.0 g; available carbs 36.0 g; GL 19.0.,6.8,6.8,6.8,Low,0.9,100,12.9,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0056,"Chilli beef noodles, prepared convenience",Noodles,42,Atkinson 2008 International GI/GL tables: food no 1186; GI=42; serve 300.0 g; available carbs 46.0 g; GL 19.0.,6.3,6.3,6.3,Low,0.9,100,15.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0057,Potato noodles with meat,Noodles,17,Atkinson 2008 International GI/GL tables: food no 1230; GI=17; serve 300.0 g; available carbs 49.0 g; GL 8.0.,2.7,2.7,2.7,Low,0.9,100,16.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0058,"Sweet and sour chicken with noodles, prepared",Noodles,41,Atkinson 2008 International GI/GL tables: food no 1257; GI=41; serve 300.0 g; available carbs 52.0 g; GL 21.0.,7.0,7.0,7.0,Low,0.9,100,17.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0059,Buckwheat noodles,Noodles,59,Atkinson 2008 International GI/GL tables: food no 1325; GI=59; serve 180.0 g; available carbs 42.0 g; GL 25.0.,13.9,13.9,13.9,Medium,0.9,100,23.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0060,"Buckwheat noodles, instant",Noodles,53,Atkinson 2008 International GI/GL tables: food no 1326; GI=53; serve 180.0 g; available carbs 42.0 g; GL 22.0.,12.2,12.2,12.2,Medium,0.9,100,23.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0061,"Instant 'two-minute' noodles, Maggi",Noodles,46,Atkinson 2008 International GI/GL tables: food no 1337; GI=46; serve 180.0 g; available carbs 23.0 g; GL 11.0.,6.1,6.1,6.1,Low,0.9,100,12.8,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0062,"Instant 'two-minute' noodles, Maggi",Noodles,48,Atkinson 2008 International GI/GL tables: food no 1338; GI=48; serve 180.0 g; available carbs 26.0 g; GL 12.0.,6.7,6.7,6.7,Low,0.9,100,14.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0063,"Instant 'two-minute' noodles, Maggi, all flavors",Noodles,52,Atkinson 2008 International GI/GL tables: food no 1339; GI=52; serve 180.0 g; available carbs 25.0 g; GL 13.0.,7.2,7.2,7.2,Low,0.9,100,13.9,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0064,"Instant noodles, all flavors (Woolworths Limited",Noodles,52,Atkinson 2008 International GI/GL tables: food no 1340; GI=52; serve 180.0 g; available carbs 22.0 g; GL 11.0.,6.1,6.1,6.1,Low,0.9,100,12.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0065,Mung bean noodles (Longkou beanthread),Noodles,39,Atkinson 2008 International GI/GL tables: food no 1350; GI=39; serve 180.0 g; available carbs 45.0 g; GL 18.0.,10.0,10.0,10.0,Low,0.9,100,25.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0066,"Rice noodles, dried, boiled (Thai World",Noodles,61,Atkinson 2008 International GI/GL tables: food no 1353; GI=61; serve 180.0 g; available carbs 39.0 g; GL 23.0.,12.8,12.8,12.8,Medium,0.9,100,21.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0067,"Rice noodles, freshly made, boiled",Noodles,40,Atkinson 2008 International GI/GL tables: food no 1354; GI=40; serve 180.0 g; available carbs 39.0 g; GL 15.0.,8.3,8.3,8.3,Low,0.9,100,21.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0068,Rice noodles made from IR42 (high amylose),Noodles,41,Atkinson 2008 International GI/GL tables: food no 1355; GI=41; serve 180.0 g; available carbs 43.0 g; GL 18.0.,10.0,10.0,10.0,Low,0.9,100,23.9,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0069,"Udon noodles, plain, reheated 5 min (Fantastic",Noodles,62,Atkinson 2008 International GI/GL tables: food no 1385; GI=62; serve 180.0 g; available carbs 48.0 g; GL 30.0.,16.7,16.7,16.7,Medium,0.9,100,26.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0070,"Wheat noodle, dried",Noodles,46,Atkinson 2008 International GI/GL tables: food no 1387; GI=46; serve 180.0 g; available carbs 42.0 g; GL 19.0.,10.6,10.6,10.6,Medium,0.9,100,23.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0071,"Wheat noodle, fresh",Noodles,82,Atkinson 2008 International GI/GL tables: food no 1388; GI=82; serve 180.0 g; available carbs 42.0 g; GL 34.0.,18.9,18.9,18.9,Medium,0.9,100,23.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0072,"Mung bean noodles, dried, boiled",Noodles,39,Atkinson 2008 International GI/GL tables: food no 1746; GI=39; serve 180.0 g; available carbs 45.0 g; GL 18.0.,10.0,10.0,10.0,Low,0.9,100,25.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0073,"Rice noodles, fresh, boiled",Noodles,40,Atkinson 2008 International GI/GL tables: food no 1751; GI=40; serve 180.0 g; available carbs 39.0 g; GL 15.0.,8.3,8.3,8.3,Low,0.9,100,21.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0074,"Soba noodles, instant, reheated in hot water",Noodles,46,Atkinson 2008 International GI/GL tables: food no 1754; GI=46; serve 180.0 g; available carbs 49.0 g; GL 22.0.,12.2,12.2,12.2,Medium,0.9,100,27.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0075,"Udon noodles, fresh, reheated (Fantastic brand",Noodles,62,Atkinson 2008 International GI/GL tables: food no 1757; GI=62; serve 180.0 g; available carbs 48.0 g; GL 30.0.,16.7,16.7,16.7,Medium,0.9,100,26.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0076,"Udon noodles, instant, with sauce and fried",Noodles,48,Atkinson 2008 International GI/GL tables: food no 1758; GI=48; serve 180.0 g; available carbs 47.0 g; GL 23.0.,12.8,12.8,12.8,Medium,0.9,100,26.1,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0077,"LU Petit Dejeuner Cereals & Chocolate Chips, low in",Sides & snacks,37,Atkinson 2008 International GI/GL tables: food no 659; GI=37; serve 50.0 g; available carbs 35.0 g; GL 13.0.,26.0,26.0,26.0,High,0.9,100,70.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0078,LU Petit Dejeuner Honey & Chocolate chips (2003),Sides & snacks,47,Atkinson 2008 International GI/GL tables: food no 665; GI=47; serve 50.0 g; available carbs 35.0 g; GL 17.0.,34.0,34.0,34.0,High,0.9,100,70.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0079,LU Petit Dejeuner Honey & Chocolate chips (2006),Sides & snacks,46,Atkinson 2008 International GI/GL tables: food no 666; GI=46; serve 50.0 g; available carbs 35.0 g; GL 16.0.,32.0,32.0,32.0,High,0.9,100,70.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0080,Instant mashed potato,Sides & snacks,66,Atkinson 2008 International GI/GL tables: food no 1202; GI=66; serve 100.0 g; available carbs 34.0 g; GL 22.0.,22.0,22.0,22.0,High,0.9,100,34.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0081,"Potato, Estima (50 g), microwaved 6 min then",Sides & snacks,62,Atkinson 2008 International GI/GL tables: food no 1226; GI=62; serve 139.0 g; available carbs 37.0 g; GL 23.0.,16.5,16.5,16.5,Medium,0.9,100,26.6,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0082,"Potato, Estima (50 g), microwaved 6 min then",Sides & snacks,76,Atkinson 2008 International GI/GL tables: food no 1227; GI=76; serve 112.0 g; available carbs 26.0 g; GL 20.0.,17.9,17.9,17.9,Medium,0.9,100,23.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0083,"Potato, Estima (50 g), microwaved 6 min then baked",Sides & snacks,39,Atkinson 2008 International GI/GL tables: food no 1228; GI=39; serve 112.0 g; available carbs 26.0 g; GL 10.0.,8.9,8.9,8.9,Low,0.9,100,23.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0084,"Potato, Estima (50 g), microwaved 6 min then baked",Sides & snacks,75,Atkinson 2008 International GI/GL tables: food no 1229; GI=75; serve 113.0 g; available carbs 31.0 g; GL 23.0.,20.4,20.4,20.4,High,0.9,100,27.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0085,"Sausages and mash potato, prepared",Sides & snacks,61,Atkinson 2008 International GI/GL tables: food no 1249; GI=61; serve 300.0 g; available carbs 40.0 g; GL 25.0.,8.3,8.3,8.3,Low,0.9,100,13.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0086,Steak and ale with cheddar mash potato8,Sides & snacks,48,Atkinson 2008 International GI/GL tables: food no 1253; GI=48; serve 300.0 g; available carbs 26.0 g; GL 12.0.,4.0,4.0,4.0,Low,0.9,100,8.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0087,Chick Pea chips,Sides & snacks,44,Atkinson 2008 International GI/GL tables: food no 1390; GI=44; serve 50.0 g; available carbs 18.0 g; GL 8.0.,16.0,16.0,16.0,Medium,0.9,100,36.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0088,"Corn chips, plain, salted (Doritos original",Sides & snacks,42,Atkinson 2008 International GI/GL tables: food no 1403; GI=42; serve 50.0 g; available carbs 25.0 g; GL 11.0.,22.0,22.0,22.0,High,0.9,100,50.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0089,"Corn chips, plain, salted (Doritos original",Sides & snacks,72,Atkinson 2008 International GI/GL tables: food no 1404; GI=72; serve 50.0 g; available carbs 25.0 g; GL 18.0.,36.0,36.0,36.0,High,0.9,100,50.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0090,"Flaxseed Tortilla chips, Sea Salt",Sides & snacks,45,Atkinson 2008 International GI/GL tables: food no 1405; GI=45; serve 50.0 g; available carbs 20.0 g; GL 9.0.,18.0,18.0,18.0,Medium,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0091,"Flaxseed Tortilla chips, Spicy",Sides & snacks,34,Atkinson 2008 International GI/GL tables: food no 1406; GI=34; serve 50.0 g; available carbs 20.0 g; GL 7.0.,14.0,14.0,14.0,Medium,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0092,"Sunshine soy protein chips, lightly salted8",Sides & snacks,87,Atkinson 2008 International GI/GL tables: food no 1498; GI=87; serve 50.0 g; available carbs 26.0 g; GL 23.0.,46.0,46.0,46.0,High,0.9,100,52.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0093,"Potato, white with skin, baked",Sides & snacks,69,Atkinson 2008 International GI/GL tables: food no 1627; GI=69; serve 150.0 g; available carbs 27.0 g; GL 19.0.,12.7,12.7,12.7,Medium,0.9,100,18.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
