food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
W_ATK2008_0264,"Buckwheat bread, 50% dehusked buckwheat",Bread & bakery,47,Atkinson 2008 International GI/GL tables: food no 126; GI=47; serve 30.0 g; available carbs 21.0 g; GL 10.0.,33.3,33.3,33.3,High,0.9,100,70.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0265,Buckwheat bread,Bread & bakery,67,Atkinson 2008 International GI/GL tables: food no 127; GI=67; serve 30.0 g; available carbs 19.0 g; GL 13.0.,43.3,43.3,43.3,High,0.9,100,63.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0266,"Chickpea flour bread, made from Amethyst-type",Bread & bakery,55,Atkinson 2008 International GI/GL tables: food no 128; GI=55; serve 30.0 g; available carbs 13.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,43.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0267,"Chickpea flour bread, made from extruded",Bread & bakery,67,Atkinson 2008 International GI/GL tables: food no 129; GI=67; serve 30.0 g; available carbs 12.0 g; GL 8.0.,26.7,26.7,26.7,High,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0268,"Bread, flax, made from flax & wheat flour 9",Bread & bakery,67,Atkinson 2008 International GI/GL tables: food no 131; GI=67; serve 30.0 g; available carbs 12.0 g; GL 8.0.,26.7,26.7,26.7,High,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0269,Bürgen Fruit and Muesli bread,Bread & bakery,53,Atkinson 2008 International GI/GL tables: food no 133; GI=53; serve 30.0 g; available carbs 14.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,46.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0270,"Continental fruit loaf, wheat bread",Bread & bakery,47,Atkinson 2008 International GI/GL tables: food no 134; GI=47; serve 30.0 g; available carbs 15.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,50.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0271,Fruit and cinnamon bread,Bread & bakery,71,Atkinson 2008 International GI/GL tables: food no 135; GI=71; serve 30.0 g; available carbs 16.0 g; GL 11.0.,36.7,36.7,36.7,High,0.9,100,53.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0272,"Muesli bread, made from packet mix in",Bread & bakery,54,Atkinson 2008 International GI/GL tables: food no 139; GI=54; serve 30.0 g; available carbs 12.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0273,Whole-wheat bread with dried fruit,Bread & bakery,47,Atkinson 2008 International GI/GL tables: food no 140; GI=47; serve 30.0 g; available carbs 14.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,46.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0274,Gluten-free multigrain bread (Country Life Bakery,Bread & bakery,79,Atkinson 2008 International GI/GL tables: food no 141; GI=79; serve 30.0 g; available carbs 13.0 g; GL 10.0.,33.3,33.3,33.3,High,0.9,100,43.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0275,Gluten-free white bread,Bread & bakery,40,Atkinson 2008 International GI/GL tables: food no 142; GI=40; serve 30.0 g; available carbs 8.0 g; GL 3.0.,10.0,10.0,10.0,Low,0.9,100,26.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0276,"Gluten-free buckwheat bread, made with buckwheat",Bread & bakery,72,Atkinson 2008 International GI/GL tables: food no 143; GI=72; serve 30.0 g; available carbs 11.0 g; GL 8.0.,26.7,26.7,26.7,High,0.9,100,36.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0277,100% Whole wheat Gigantico Burger Buns,Bread & bakery,62,Atkinson 2008 International GI/GL tables: food no 144; GI=62; serve 30.0 g; available carbs 12.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0278,"Coarse oat kernel bread, 80% intact oat kernels",Bread & bakery,65,Atkinson 2008 International GI/GL tables: food no 146; GI=65; serve 30.0 g; available carbs 19.0 g; GL 12.0.,40.0,40.0,40.0,High,0.9,100,63.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0279,Oatmeal batch bread,Bread & bakery,62,Atkinson 2008 International GI/GL tables: food no 149; GI=62; serve 30.0 g; available carbs 15.0 g; GL 9.0.,30.0,30.0,30.0,High,0.9,100,50.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0280,"Rice bread, low-amylose Calrose rice",Bread & bakery,72,Atkinson 2008 International GI/GL tables: food no 150; GI=72; serve 30.0 g; available carbs 12.0 g; GL 8.0.,26.7,26.7,26.7,High,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0281,"Rice bread, high-amylose Doongara rice",Bread & bakery,61,Atkinson 2008 International GI/GL tables: food no 151; GI=61; serve 30.0 g; available carbs 12.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0282,Rye bread (50% rye flour + 50% wheat flour) (Turkey),Bread & bakery,50,Atkinson 2008 International GI/GL tables: food no 152; GI=50; serve 30.0 g; available carbs 14.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,46.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0283,Wheat and rye bread (75% wheat flour +,Bread & bakery,40,Atkinson 2008 International GI/GL tables: food no 153; GI=40; serve 30.0 g; available carbs 14.0 g; GL 6.0.,20.0,20.0,20.0,Medium,0.9,100,46.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0284,"Coarse rye kernel bread, 80% intact kernels and",Bread & bakery,41,Atkinson 2008 International GI/GL tables: food no 154; GI=41; serve 30.0 g; available carbs 12.0 g; GL 5.0.,16.7,16.7,16.7,Medium,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0285,"Whole-kernel rye bread, 60% whole rye kernels",Bread & bakery,57,Atkinson 2008 International GI/GL tables: food no 155; GI=57; serve 30.0 g; available carbs 11.0 g; GL 6.0.,20.0,20.0,20.0,Medium,0.9,100,36.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0286,Rye bread (80% rye flour + 20% oat ß-glucan,Bread & bakery,66,Atkinson 2008 International GI/GL tables: food no 156; GI=66; serve 30.0 g; available carbs 9.0 g; GL 6.0.,20.0,20.0,20.0,Medium,0.9,100,30.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0287,"Rye bread, 69% whole-grain rye flour",Bread & bakery,78,Atkinson 2008 International GI/GL tables: food no 157; GI=78; serve 30.0 g; available carbs 14.0 g; GL 11.0.,36.7,36.7,36.7,High,0.9,100,46.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0288,"Blackbread, Riga (Berzin's Specialty Bakery",Bread & bakery,76,Atkinson 2008 International GI/GL tables: food no 158; GI=76; serve 30.0 g; available carbs 13.0 g; GL 10.0.,33.3,33.3,33.3,High,0.9,100,43.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0289,"Coarse wheat kernel bread, 80% intact kernels",Bread & bakery,52,Atkinson 2008 International GI/GL tables: food no 166; GI=52; serve 30.0 g; available carbs 20.0 g; GL 10.0.,33.3,33.3,33.3,High,0.9,100,66.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0290,White spelt wheat bread,Bread & bakery,65,Atkinson 2008 International GI/GL tables: food no 167; GI=65; serve 30.0 g; available carbs 16.0 g; GL 10.0.,33.3,33.3,33.3,High,0.9,100,53.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0291,White spelt wheat bread (Slovenia)12,Bread & bakery,74,Atkinson 2008 International GI/GL tables: food no 168; GI=74; serve 30.0 g; available carbs 23.0 g; GL 17.0.,56.7,56.7,56.7,High,0.9,100,76.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0292,Wholemeal spelt wheat bread (Slovenia)12,Bread & bakery,63,Atkinson 2008 International GI/GL tables: food no 169; GI=63; serve 30.0 g; available carbs 19.0 g; GL 12.0.,40.0,40.0,40.0,High,0.9,100,63.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0293,Scalded spelt wheat kernel bread (Slovenia)12,Bread & bakery,67,Atkinson 2008 International GI/GL tables: food no 170; GI=67; serve 30.0 g; available carbs 22.0 g; GL 15.0.,50.0,50.0,50.0,High,0.9,100,73.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0294,Spelt multigrain bread,Bread & bakery,54,Atkinson 2008 International GI/GL tables: food no 171; GI=54; serve 30.0 g; available carbs 12.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0295,White flour bread,Bread & bakery,71,Atkinson 2008 International GI/GL tables: food no 176; GI=71; serve 30.0 g; available carbs 14.0 g; GL 10.0.,33.3,33.3,33.3,High,0.9,100,46.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0296,"White bread, toasted",Bread & bakery,50,Atkinson 2008 International GI/GL tables: food no 188; GI=50; serve 30.0 g; available carbs 15.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,50.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0297,"White bread, fresh, toasted 9",Bread & bakery,63,Atkinson 2008 International GI/GL tables: food no 189; GI=63; serve 30.0 g; available carbs 12.0 g; GL 8.0.,26.7,26.7,26.7,High,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0298,"White bread, homemade, fresh, toasted 9",Bread & bakery,66,Atkinson 2008 International GI/GL tables: food no 190; GI=66; serve 30.0 g; available carbs 13.0 g; GL 9.0.,30.0,30.0,30.0,High,0.9,100,43.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0299,"White bread, frozen and defrosted9",Bread & bakery,75,Atkinson 2008 International GI/GL tables: food no 191; GI=75; serve 30.0 g; available carbs 12.0 g; GL 9.0.,30.0,30.0,30.0,High,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0300,"White bread, homemade, frozen and defrosted 9",Bread & bakery,62,Atkinson 2008 International GI/GL tables: food no 192; GI=62; serve 30.0 g; available carbs 13.0 g; GL 8.0.,26.7,26.7,26.7,High,0.9,100,43.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
