food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
INDWEBX_00001,Aam panna,Aam panna,Beverages,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00002,Coconut water,Coconut water,Beverages,portion,100,100,100,0.9,35.0,Henry et al. GI tables (non-Indian cohort),21.61,21.61,21.61,High,0.45,61.73,Per-100g values proxy-mapped to validated source item 'Coconut Sapsugar' (food_id=NONIND_0299); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00003,Filter coffee,Filter coffee,Beverages,portion,100,100,100,0.9,30.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008).,0.8,0.8,0.8,Low,0.43,2.67,Per-100g values proxy-mapped to validated source item 'Cold Coffee' (food_id=WEST_IN_0263); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=300g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00004,Ginger tea,Ginger tea,Beverages,portion,100,100,100,0.9,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,4.55,4.55,4.55,Low,0.43,7.0,Per-100g values proxy-mapped to validated source item 'Iced Tea' (food_id=WEST_IN_0265); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00005,Jaljeera,Jaljeera,Beverages,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00006,Masala chai,Masala chai,Beverages,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00007,Salted lassi,Salted lassi,Beverages,portion,100,100,100,0.9,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #491",3.73,3.73,3.73,Low,0.45,18.67,Per-100g values proxy-mapped to validated source item 'Barley Pot Boiled in Salted Water' (food_id=T1_0491); mapping_score=0.14; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00008,Soft drink (cola),Soft drink (cola),Beverages,portion,100,100,100,0.9,62.0,Henry et al. GI tables (non-Indian cohort),3.14,3.14,3.14,Low,0.45,5.07,Per-100g values proxy-mapped to validated source item 'Barley Drink' (food_id=NONIND_0018); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00009,Sugarcane juice,Sugarcane juice,Beverages,portion,100,100,100,0.9,61.0,Henry et al. GI tables (non-Indian cohort),2.93,2.93,2.93,Low,0.45,4.8,Per-100g values proxy-mapped to validated source item 'Yacon Juice' (food_id=NONIND_0277); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00010,Sweet lassi,Sweet lassi,Beverages,portion,100,100,100,0.9,55.0,Henry et al. GI tables (non-Indian cohort),7.33,7.33,7.33,Low,0.45,13.33,Per-100g values proxy-mapped to validated source item 'Sweet Corn' (food_id=NONIND_0415); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00011,Thandai,Thandai,Beverages,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00012,Butter toast,Butter toast,Breads & flatbreads,portion,100,100,100,0.9,64.7,Henry et al. GI tables (non-Indian cohort),21.59,21.59,21.59,High,0.45,33.38,Per-100g values proxy-mapped to validated source item 'Butter Cake' (food_id=NONIND_0692); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=80g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00013,Cheese toast,Cheese toast,Breads & flatbreads,portion,100,100,100,0.9,95.0,Henry et al. GI tables (non-Indian cohort),60.93,60.93,60.93,High,0.45,64.13,Per-100g values proxy-mapped to validated source item 'Cheese Bun' (food_id=NONIND_0008); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00014,Egg toast,Egg toast,Breads & flatbreads,portion,100,100,100,0.9,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.26,10.26,10.26,Medium,0.41,14.44,Per-100g values proxy-mapped to validated source item 'Burger Egg' (food_id=WEST_IN_0114); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00015,Garlic toast,Garlic toast,Breads & flatbreads,portion,100,100,100,0.9,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,29.29,29.29,29.29,High,0.41,41.25,Per-100g values proxy-mapped to validated source item 'Garlic Bread' (food_id=WEST_IN_0133); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=80g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00016,Grilled sandwich (chicken),Grilled sandwich (chicken),Breads & flatbreads,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,13.34,13.34,13.34,Medium,0.52,19.33,Per-100g values proxy-mapped to validated source item 'Grilled and Wich Chicken' (food_id=WEST_IN_0137); mapping_score=0.63; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00017,Grilled sandwich (paneer),Grilled sandwich (paneer),Breads & flatbreads,portion,100,100,100,0.9,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.29,15.29,15.29,Medium,0.52,22.0,Per-100g values proxy-mapped to validated source item 'Grilled and Wich Paneer Bhurji' (food_id=WEST_IN_0144); mapping_score=0.56; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00018,Grilled sandwich (veg),Grilled sandwich (veg),Breads & flatbreads,portion,100,100,100,0.9,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.51,15.51,15.51,Medium,0.52,22.0,Per-100g values proxy-mapped to validated source item 'Grilled and Wich Veg' (food_id=WEST_IN_0149); mapping_score=0.55; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00019,Masala toast,Masala toast,Breads & flatbreads,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00020,Toast (brown bread),Toast (brown bread),Breads & flatbreads,portion,100,100,100,0.9,65.0,Henry et al. GI tables (non-Indian cohort),14.44,14.44,14.44,Medium,0.45,22.22,Per-100g values proxy-mapped to validated source item 'Bread Fruit' (food_id=NONIND_0593); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00021,Toast (white bread),Toast (white bread),Breads & flatbreads,portion,100,100,100,0.9,65.0,Henry et al. GI tables (non-Indian cohort),14.44,14.44,14.44,Medium,0.45,22.22,Per-100g values proxy-mapped to validated source item 'Bread Fruit' (food_id=NONIND_0593); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00022,Veg toast sandwich,Veg toast sandwich,Breads & flatbreads,portion,100,100,100,0.9,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.67,Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00023,Dahi poha,Dahi poha,Mixed meals,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00024,Oats upma,Oats upma,Mixed meals,portion,100,100,100,0.9,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.63,17.78,Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00025,Poha (batata),Poha (batata),Mixed meals,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00026,Poha (indori),Poha (indori),Mixed meals,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00027,Poha (jalebi combBor)eakfast,Poha (jalebi combBor)eakfast,Mixed meals,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00028,Poha (kanda),Poha (kanda),Mixed meals,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00029,Poha upma,Poha upma,Mixed meals,portion,100,100,100,0.9,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.63,17.78,Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00030,Rava upma,Rava upma,Mixed meals,portion,100,100,100,0.9,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.63,17.78,Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00031,Vegetable upma,Vegetable upma,Mixed meals,portion,100,100,100,0.9,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.63,17.78,Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00032,Vermicelli upma,Vermicelli upma,Mixed meals,portion,100,100,100,0.9,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.63,17.78,Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00033,Chicken 65,Chicken 65,Mixed meals,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.41,14.44,Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00034,Chicken chettinad,Chicken chettinad,Mixed meals,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.41,14.44,Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00035,Chicken do pyaza,Chicken do pyaza,Mixed meals,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.41,14.44,Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00036,Chicken roast,Chicken roast,Mixed meals,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.41,14.44,Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00037,Chicken saag,Chicken saag,Mixed meals,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.41,14.44,Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00038,Chicken stew,Chicken stew,Mixed meals,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.41,14.44,Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00039,Tandoori chicken,Tandoori chicken,Mixed meals,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.41,14.44,Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00040,Badam milk,Badam milk,Other,portion,100,100,100,0.9,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.67,3.67,3.67,Low,0.43,7.2,Per-100g values proxy-mapped to validated source item 'Milk Shake' (food_id=WEST_IN_0268); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00041,Bajra khichda,Bajra khichda,Other,portion,100,100,100,0.9,49.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1774",21.78,21.78,21.78,High,0.45,44.45,Per-100g values proxy-mapped to validated source item 'Bajra Eaten As' (food_id=T1_1774); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00042,Chana jor garam,Chana jor garam,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00043,Chicken frankie,Chicken frankie,Other,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.41,14.44,Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00044,Churma,Churma,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00045,Cream biscuit,Cream biscuit,Other,portion,100,100,100,0.9,51.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). + Proxy GI anchor: milk from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.48,24.48,24.48,High,0.37,48.0,Per-100g values proxy-mapped to validated source item 'Ice Cream' (food_id=WEST_IN_0251); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=50g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00046,Dahi kebab,Dahi kebab,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00047,Dahi khaman,Dahi khaman,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00048,Dal baati,Dal baati,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00049,Dal chawal,Dal chawal,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00050,Digestive biscuit,Digestive biscuit,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00051,Galouti kebab,Galouti kebab,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00052,Hara bhara kebab,Hara bhara kebab,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00053,Kadhi chawal,Kadhi chawal,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00054,Kesari (sheera),Kesari (sheera),Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00055,Khichu,Khichu,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
INDWEBX_00056,Kulcha chole,Kulcha chole,Other,portion,100,100,100,0.9,71.7,Henry et al. GI tables (non-Indian cohort),6.6,6.6,6.6,Low,0.45,9.2,Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Include cooking method (boiled/steamed/fried/roasted) and key add-ons (oil/ghee/butter/sugar) to avoid GI/GL ambiguity.
