food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
NONIND_0106,"Friedredrice(Jasminenutririce,Thailand)",Non-Indian reference food,41.0,Henry et al. GI tables (non-Indian cohort),7.4,6.6,8.1,Low,0.88,100,18.0,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0107,"Friedparboiledrice(Faizabasmati,Malaysia",Non-Indian reference food,41.0,Henry et al. GI tables (non-Indian cohort),6.5,5.9,7.2,Low,0.88,100,15.9,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0108,Red-Fleshedseedlesswatermelon,Non-Indian reference food,51.0,Henry et al. GI tables (non-Indian cohort),5.4,4.9,5.9,Low,0.88,100,10.6,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0109,Red-Fleshedseededwatermelon,Non-Indian reference food,48.0,Henry et al. GI tables (non-Indian cohort),5.0,4.5,5.5,Low,0.88,100,10.5,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0110,Yellow-Fleshedwatermelon,Non-Indian reference food,47.0,Henry et al. GI tables (non-Indian cohort),5.0,4.5,5.5,Low,0.88,100,10.7,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0111,Red-Fleshedseedlesswatermelonjuice,Non-Indian reference food,51.0,Henry et al. GI tables (non-Indian cohort),5.4,4.9,5.9,Low,0.88,100,10.6,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0112,Friedmihun—Terengganu,Non-Indian reference food,45.4,Henry et al. GI tables (non-Indian cohort),15.2,13.7,16.8,Medium,0.88,100,33.6,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0113,Friedkuayteow—Terengganu,Non-Indian reference food,79.5,Henry et al. GI tables (non-Indian cohort),22.3,20.1,24.6,High,0.88,100,28.1,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0114,Kuih(Apamayu),Non-Indian reference food,90.6,Henry et al. GI tables (non-Indian cohort),42.6,38.4,46.9,High,0.88,100,47.1,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0115,Fishsnacks(Boiledkeropoklekor)+Chillisauce,Non-Indian reference food,79.0,Henry et al. GI tables (non-Indian cohort),30.6,27.6,33.7,High,0.88,100,38.8,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0116,Coconutsapsugar,Non-Indian reference food,42.0,Henry et al. GI tables (non-Indian cohort),37.9,34.1,41.7,High,0.88,100,90.3,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0117,Coconutsapsyrup,Non-Indian reference food,39.0,Henry et al. GI tables (non-Indian cohort),30.5,27.4,33.5,High,0.88,100,78.1,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0118,Kaongsugar,Non-Indian reference food,43.0,Henry et al. GI tables (non-Indian cohort),40.7,36.6,44.8,High,0.88,100,94.7,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0119,Sorghumsugar,Non-Indian reference food,60.0,Henry et al. GI tables (non-Indian cohort),55.1,49.6,60.7,High,0.88,100,91.9,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0120,Burisugar,Non-Indian reference food,57.0,Henry et al. GI tables (non-Indian cohort),48.6,43.8,53.5,High,0.88,100,85.3,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0121,Nipasugar,Non-Indian reference food,58.0,Henry et al. GI tables (non-Indian cohort),50.3,45.3,55.4,High,0.88,100,86.8,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0122,Sugarcanegranules,Non-Indian reference food,68.0,Henry et al. GI tables (non-Indian cohort),67.5,60.7,74.2,High,0.88,100,99.2,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0123,Muscovadosugar,Non-Indian reference food,69.0,Henry et al. GI tables (non-Indian cohort),65.6,59.0,72.1,High,0.88,100,95.1,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0127,"Beta-Glucandrink(Oatbeta-1,3/1,4Glucan,",Non-Indian reference food,117.0,Henry et al. GI tables (non-Indian cohort),23.4,21.1,25.7,High,0.88,100,20.0,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0128,Wheyproteindrink(Mesotropinplatinum,Non-Indian reference food,124.0,Henry et al. GI tables (non-Indian cohort),24.8,22.3,27.3,High,0.88,100,20.0,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0130,Thailandchiangbrownrice—Pressurecooked,Non-Indian reference food,58.0,Henry et al. GI tables (non-Indian cohort),15.7,14.2,17.3,Medium,0.88,100,27.1,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0131,Thailandsungyodbrownrice—,Non-Indian reference food,81.0,Henry et al. GI tables (non-Indian cohort),22.2,20.0,24.4,High,0.88,100,27.4,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0132,Thailandlepnokbrownrice—Pressurecooked,Non-Indian reference food,59.0,Henry et al. GI tables (non-Indian cohort),16.3,14.7,17.9,Medium,0.88,100,27.6,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0135,Thailandchiangbrownrice—Cookedin,Non-Indian reference food,65.0,Henry et al. GI tables (non-Indian cohort),18.1,16.3,19.9,Medium,0.88,100,27.8,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0136,Thailandsungyodbrownrice—Cookedin,Non-Indian reference food,72.0,Henry et al. GI tables (non-Indian cohort),19.9,17.9,21.9,Medium,0.88,100,27.6,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0137,Thailandlepnokbrownrice—Cookedin,Non-Indian reference food,62.0,Henry et al. GI tables (non-Indian cohort),17.3,15.6,19.1,Medium,0.88,100,28.0,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0140,Bigricenoodlesfrommixedsagopalmflour,Non-Indian reference food,63.1,Henry et al. GI tables (non-Indian cohort),17.9,16.1,19.7,Medium,0.88,100,28.4,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0141,Smallricenoodlesfrommixedsagopalmflour,Non-Indian reference food,53.6,Henry et al. GI tables (non-Indian cohort),43.9,39.5,48.3,High,0.88,100,82.0,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0142,Wheatbread,Non-Indian reference food,77.8,Henry et al. GI tables (non-Indian cohort),30.4,27.3,33.4,High,0.88,100,39.0,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0143,Riceberryricebread,Non-Indian reference food,69.3,Henry et al. GI tables (non-Indian cohort),27.0,24.3,29.7,High,0.88,100,39.0,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0144,Hommalibread,Non-Indian reference food,130.6,Henry et al. GI tables (non-Indian cohort),56.4,50.8,62.1,High,0.88,100,43.2,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0145,Parboiledbrownrice(Leuangawn),Non-Indian reference food,50.1,Henry et al. GI tables (non-Indian cohort),15.0,13.5,16.5,Medium,0.88,100,29.9,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0146,Germinatedparboiledbrownrice,Non-Indian reference food,60.6,Henry et al. GI tables (non-Indian cohort),17.2,15.5,18.9,Medium,0.88,100,28.4,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0147,Brownrice(Leuangawn),Non-Indian reference food,66.2,Henry et al. GI tables (non-Indian cohort),18.8,16.9,20.7,Medium,0.88,100,28.4,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0148,Polishedrice(Leuangawn),Non-Indian reference food,83.1,Henry et al. GI tables (non-Indian cohort),22.2,20.0,24.4,High,0.88,100,26.7,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0149,Steamedwhiterice,Non-Indian reference food,80.0,Henry et al. GI tables (non-Indian cohort),17.6,15.8,19.4,Medium,0.88,100,22.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0150,Sukun(Artocarpuscommunisforst),Non-Indian reference food,90.0,Henry et al. GI tables (non-Indian cohort),19.8,17.8,21.8,Medium,0.88,100,22.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0151,"Banana(Musaparadisiacafa.Typical),",Non-Indian reference food,92.0,Henry et al. GI tables (non-Indian cohort),20.2,18.2,22.3,High,0.88,100,22.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0152,Cassava,Non-Indian reference food,78.0,Henry et al. GI tables (non-Indian cohort),17.2,15.4,18.9,Medium,0.88,100,22.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0153,Ubi/Uwi(Dioscoreaalatalinn.),Non-Indian reference food,73.0,Henry et al. GI tables (non-Indian cohort),16.1,14.5,17.7,Medium,0.88,100,22.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0154,Sorghum,Non-Indian reference food,160.0,Henry et al. GI tables (non-Indian cohort),35.2,31.7,38.7,High,0.88,100,22.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0155,Taro(Xanthosornaviolaceumschott),Non-Indian reference food,95.0,Henry et al. GI tables (non-Indian cohort),37.1,33.4,40.8,High,0.88,100,39.1,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0156,Yam(Dioscoreaaculeatalinn.),Non-Indian reference food,90.0,Henry et al. GI tables (non-Indian cohort),24.2,21.8,26.6,High,0.88,100,26.9,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0157,Ediblecanna(Cannaedulisker),Non-Indian reference food,105.0,Henry et al. GI tables (non-Indian cohort),23.4,21.1,25.8,High,0.88,100,22.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0158,Arrowroot(Marantaarundinacealinn.,Non-Indian reference food,14.0,Henry et al. GI tables (non-Indian cohort),1.2,1.0,1.3,Low,0.88,100,8.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0159,Sweetpotato(Ipomoeabalataspoir),Non-Indian reference food,179.0,Henry et al. GI tables (non-Indian cohort),42.2,38.0,46.4,High,0.88,100,23.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0160,Redbean(Vignaumbellata),Non-Indian reference food,26.0,Henry et al. GI tables (non-Indian cohort),7.7,7.0,8.5,Low,0.88,100,29.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0161,Mungbean(Phaseolusaureus),Non-Indian reference food,76.0,Henry et al. GI tables (non-Indian cohort),20.0,18.0,22.0,Medium,0.88,100,26.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0162,Cowpea(Vignasinensisendl.),Non-Indian reference food,35.0,Henry et al. GI tables (non-Indian cohort),6.7,6.1,7.4,Low,0.88,100,19.2,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0163,Pigeonpea(Cajanuscajanmillspaugh),Non-Indian reference food,51.0,Henry et al. GI tables (non-Indian cohort),12.0,10.8,13.2,Medium,0.88,100,23.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0164,Ediblepoddedpeas(Pisumsativumlinn.),Non-Indian reference food,30.0,Henry et al. GI tables (non-Indian cohort),4.2,3.8,4.6,Low,0.88,100,14.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0165,Soybean(Glycinemaxmerr.),Non-Indian reference food,31.0,Henry et al. GI tables (non-Indian cohort),5.6,5.1,6.2,Low,0.88,100,18.1,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0166,Kacangpanjang/Snapbean(Phaseolusvulgaris),Non-Indian reference food,86.0,Henry et al. GI tables (non-Indian cohort),14.7,13.2,16.2,Medium,0.88,100,17.1,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0167,Buncis/Yardlongbean(Vignasesquipedalis),Non-Indian reference food,43.0,Henry et al. GI tables (non-Indian cohort),10.2,9.2,11.2,Medium,0.88,100,23.7,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0168,Arrowrootoyek,Non-Indian reference food,41.0,Henry et al. GI tables (non-Indian cohort),31.1,28.0,34.2,High,0.88,100,75.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0169,Suwegoyek,Non-Indian reference food,42.0,Henry et al. GI tables (non-Indian cohort),32.5,29.3,35.8,High,0.88,100,77.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0170,Cassavaoyek,Non-Indian reference food,30.0,Henry et al. GI tables (non-Indian cohort),24.3,21.9,26.7,High,0.88,100,81.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0171,Arrowroottiwul(Garut),Non-Indian reference food,40.0,Henry et al. GI tables (non-Indian cohort),29.2,26.2,32.1,High,0.88,100,72.9,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0172,Suwegtiwul,Non-Indian reference food,40.0,Henry et al. GI tables (non-Indian cohort),29.5,26.6,32.5,High,0.88,100,73.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0173,Cassavatiwul(Singkong),Non-Indian reference food,29.0,Henry et al. GI tables (non-Indian cohort),24.0,21.6,26.4,High,0.88,100,82.7,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0174,Standardcookies,Non-Indian reference food,67.0,Henry et al. GI tables (non-Indian cohort),45.9,41.3,50.5,High,0.88,100,68.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0175,Cookieswithricebran,Non-Indian reference food,31.0,Henry et al. GI tables (non-Indian cohort),17.8,16.0,19.6,Medium,0.88,100,57.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0176,Standarddonut,Non-Indian reference food,72.0,Henry et al. GI tables (non-Indian cohort),30.0,27.0,33.0,High,0.88,100,41.7,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0177,Donutmadewithricebran,Non-Indian reference food,39.0,Henry et al. GI tables (non-Indian cohort),16.4,14.7,18.0,Medium,0.88,100,42.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0178,Brownrice,Non-Indian reference food,97.3,Henry et al. GI tables (non-Indian cohort),39.5,35.6,43.5,High,0.88,100,40.7,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0180,Breadmadefrom400Gflourcontaining50%,Non-Indian reference food,93.2,Henry et al. GI tables (non-Indian cohort),49.0,44.1,54.0,High,0.88,100,52.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0181,Boiledgembili(Dioscoreaesculenta),Non-Indian reference food,85.6,Henry et al. GI tables (non-Indian cohort),18.6,16.8,20.5,Medium,0.88,100,21.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0182,Steamedgembili(Dioscoreaesculenta),Non-Indian reference food,87.6,Henry et al. GI tables (non-Indian cohort),25.4,22.9,27.9,High,0.88,100,29.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0183,Friedgembili(Dioscoreaesculenta),Non-Indian reference food,83.6,Henry et al. GI tables (non-Indian cohort),27.4,24.7,30.2,High,0.88,100,32.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0184,Snackbar—Redsweetpotato,Non-Indian reference food,23.6,Henry et al. GI tables (non-Indian cohort),13.0,11.7,14.3,Medium,0.88,100,55.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0185,Snackbar—Yellowsweetpotato,Non-Indian reference food,41.1,Henry et al. GI tables (non-Indian cohort),26.3,23.7,28.9,High,0.88,100,64.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0186,Snackbar—Purplesweetpotato,Non-Indian reference food,21.5,Henry et al. GI tables (non-Indian cohort),12.5,11.2,13.7,Medium,0.88,100,58.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0187,Wheatflournoodles,Non-Indian reference food,69.5,Henry et al. GI tables (non-Indian cohort),13.9,12.5,15.3,Medium,0.88,100,20.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0188,Wheatflourcookies(With0%Whole-,Non-Indian reference food,52.1,Henry et al. GI tables (non-Indian cohort),10.4,9.4,11.5,Medium,0.88,100,20.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0189,Standardwheatbiscuit(Withagar-Agarand,Non-Indian reference food,52.1,Henry et al. GI tables (non-Indian cohort),10.4,9.4,11.5,Medium,0.88,100,20.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0191,Analoguerice(80%Mocaf:20%Cornflour),Non-Indian reference food,46.1,Henry et al. GI tables (non-Indian cohort),29.8,26.8,32.8,High,0.88,100,64.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0192,Analoguerice(80%Mocaf:20%Sweet,Non-Indian reference food,44.0,Henry et al. GI tables (non-Indian cohort),31.2,28.1,34.3,High,0.88,100,70.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0193,Analoguerice(80%Mocaf:20%Carrot),Non-Indian reference food,42.0,Henry et al. GI tables (non-Indian cohort),24.6,22.2,27.1,High,0.88,100,58.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0195,Optimumriceanalogueformulationmade,Non-Indian reference food,54.0,Henry et al. GI tables (non-Indian cohort),10.8,9.7,11.9,Medium,0.88,100,20.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0196,Gayamseed(Inocarfusfagiferforst.Gayam,Non-Indian reference food,74.0,Henry et al. GI tables (non-Indian cohort),40.9,36.8,45.0,High,0.88,100,55.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0201,Arenga(Arengapinata)Starchcake,Non-Indian reference food,77.7,Henry et al. GI tables (non-Indian cohort),72.7,65.4,80.0,High,0.88,100,93.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0203,Arenga(Arengapinata)Starchcookie,Non-Indian reference food,47.3,Henry et al. GI tables (non-Indian cohort),32.9,29.6,36.1,High,0.88,100,69.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0205,Steamedbrowniesmadewithwheatand,Non-Indian reference food,53.8,Henry et al. GI tables (non-Indian cohort),19.2,17.3,21.1,Medium,0.88,100,35.7,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0206,"Friednoodlesnackmadewithflour,Yellow",Non-Indian reference food,30.2,Henry et al. GI tables (non-Indian cohort),21.6,19.4,23.7,High,0.88,100,71.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0207,Pumpkinflourchips,Non-Indian reference food,51.0,Henry et al. GI tables (non-Indian cohort),29.0,26.1,31.9,High,0.88,100,56.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0209,Sikkato(Sinonggi),Non-Indian reference food,78.4,Henry et al. GI tables (non-Indian cohort),66.1,59.5,72.7,High,0.88,100,84.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0210,Sikkato(Kasuami),Non-Indian reference food,90.4,Henry et al. GI tables (non-Indian cohort),62.7,56.4,68.9,High,0.88,100,69.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0211,Sikkato(Kambuse),Non-Indian reference food,72.0,Henry et al. GI tables (non-Indian cohort),50.5,45.5,55.6,High,0.88,100,70.1,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0212,Sikkato(Kabuto),Non-Indian reference food,84.5,Henry et al. GI tables (non-Indian cohort),30.9,27.8,34.0,High,0.88,100,36.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0213,Pekawai(Duriokutejensis;Durianspecies)Chips,Non-Indian reference food,12.0,Henry et al. GI tables (non-Indian cohort),2.4,2.2,2.6,Low,0.88,100,20.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0214,Coleustuberosuscrackers,Non-Indian reference food,40.9,Henry et al. GI tables (non-Indian cohort),8.2,7.4,9.0,Low,0.88,100,20.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0215,Wheatcrackers,Non-Indian reference food,78.1,Henry et al. GI tables (non-Indian cohort),15.6,14.1,17.2,Medium,0.88,100,20.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0216,Cookiesmadewithbrownriceflour(Oryza,Non-Indian reference food,17.4,Henry et al. GI tables (non-Indian cohort),6.0,5.4,6.6,Low,0.88,100,34.2,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0217,Standardcookies,Non-Indian reference food,36.8,Henry et al. GI tables (non-Indian cohort),20.0,18.0,22.0,High,0.88,100,54.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0218,Chromium-Fortifiedparboiledrice(Cr-Pr),Non-Indian reference food,29.0,Henry et al. GI tables (non-Indian cohort),10.4,9.4,11.5,Medium,0.88,100,36.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0219,Whitesweetpotatopudding(Withagar-Agar,Non-Indian reference food,37.8,Henry et al. GI tables (non-Indian cohort),9.4,8.5,10.4,Low,0.88,100,25.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0220,Whitesweetpotatopuddingwithadditionof,Non-Indian reference food,33.8,Henry et al. GI tables (non-Indian cohort),7.2,6.5,8.0,Low,0.88,100,21.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0221,Whitesweetpotatopuddingwithadditionof,Non-Indian reference food,32.8,Henry et al. GI tables (non-Indian cohort),5.7,5.2,6.3,Low,0.88,100,17.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0222,Whitesweetpotatopuddingwithadditionof,Non-Indian reference food,29.5,Henry et al. GI tables (non-Indian cohort),4.2,3.8,4.6,Low,0.88,100,14.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0223,Mocaf-Blackriceflakeswithblack,Non-Indian reference food,50.2,Henry et al. GI tables (non-Indian cohort),39.3,35.4,43.3,High,0.88,100,78.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0224,Mocaf-Blackriceflakesaddedwithjack,Non-Indian reference food,52.6,Henry et al. GI tables (non-Indian cohort),45.8,41.2,50.4,High,0.88,100,87.1,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0225,Honeytikung,Non-Indian reference food,35.0,Henry et al. GI tables (non-Indian cohort),25.4,22.8,27.9,High,0.88,100,72.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0226,Honeykelulut,Non-Indian reference food,39.0,Henry et al. GI tables (non-Indian cohort),26.7,24.0,29.4,High,0.88,100,68.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0227,"Snackbarmadefromsaguflour,Tempeand",Non-Indian reference food,44.0,Henry et al. GI tables (non-Indian cohort),0.2,0.2,0.3,Low,0.88,100,0.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0228,"Snackbarmadefromsaguflour,Tempeand",Non-Indian reference food,46.0,Henry et al. GI tables (non-Indian cohort),2.1,1.9,2.3,Low,0.88,100,4.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0229,"Snackbarmadefromsaguflour,Tempeand",Non-Indian reference food,40.0,Henry et al. GI tables (non-Indian cohort),0.2,0.1,0.2,Low,0.88,100,0.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0232,Cookies,Non-Indian reference food,68.7,Henry et al. GI tables (non-Indian cohort),36.0,32.4,39.6,High,0.88,100,52.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0233,Cornflourcake,Non-Indian reference food,85.0,Henry et al. GI tables (non-Indian cohort),78.7,70.8,86.6,High,0.88,100,92.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0234,Cakemadefrommodifiedcornflour(Corn,Non-Indian reference food,75.0,Henry et al. GI tables (non-Indian cohort),69.4,62.5,76.3,High,0.88,100,92.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0235,Cornflourcookie,Non-Indian reference food,52.2,Henry et al. GI tables (non-Indian cohort),36.8,33.1,40.5,High,0.88,100,70.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0236,Cookiemadefrommodifiedcornflourwith,Non-Indian reference food,58.2,Henry et al. GI tables (non-Indian cohort),41.0,36.9,45.1,High,0.88,100,70.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0237,"Sorghum,Oatmealandhoneysnackbar",Non-Indian reference food,44.7,Henry et al. GI tables (non-Indian cohort),36.8,33.1,40.5,High,0.88,100,82.2,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0238,"Sorghum,Oatmealandhoneysnackbar",Non-Indian reference food,53.7,Henry et al. GI tables (non-Indian cohort),46.4,41.8,51.1,High,0.88,100,86.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0239,"Sorghum,Oatmealandhoneysnackbar",Non-Indian reference food,81.4,Henry et al. GI tables (non-Indian cohort),69.9,62.9,76.9,High,0.88,100,85.9,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0240,Pandesal+Coconutflour,Non-Indian reference food,87.2,Henry et al. GI tables (non-Indian cohort),17.4,15.7,19.2,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0241,Pandesal+Coconutflour,Non-Indian reference food,96.6,Henry et al. GI tables (non-Indian cohort),197.1,177.4,216.8,High,0.88,100,204.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0242,Granolabar+Coconutflour,Non-Indian reference food,65.1,Henry et al. GI tables (non-Indian cohort),13.0,11.7,14.3,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0243,Granolabar+Coconutflour,Non-Indian reference food,71.6,Henry et al. GI tables (non-Indian cohort),146.1,131.5,160.7,High,0.88,100,204.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0244,Cinnamonbread+Coconutflour,Non-Indian reference food,62.7,Henry et al. GI tables (non-Indian cohort),12.5,11.3,13.8,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0245,Cinnamonbread+Coconutflour,Non-Indian reference food,71.4,Henry et al. GI tables (non-Indian cohort),145.7,131.1,160.2,High,0.88,100,204.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0246,Multigrainloaf+Coconutflour,Non-Indian reference food,85.2,Henry et al. GI tables (non-Indian cohort),17.0,15.3,18.7,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0247,Multigrainloaf+Coconutflour,Non-Indian reference food,92.5,Henry et al. GI tables (non-Indian cohort),188.7,169.8,207.6,High,0.88,100,204.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0248,Chocochipcookies+Coconutflour,Non-Indian reference food,61.3,Henry et al. GI tables (non-Indian cohort),12.3,11.0,13.5,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0249,Chocochipcookies+Coconutflour,Non-Indian reference food,71.4,Henry et al. GI tables (non-Indian cohort),145.7,131.1,160.2,High,0.88,100,204.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0250,Hotcake+Coconutflour,Non-Indian reference food,65.0,Henry et al. GI tables (non-Indian cohort),13.0,11.7,14.3,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0251,Hotcake+Coconutflour,Non-Indian reference food,72.3,Henry et al. GI tables (non-Indian cohort),147.5,132.7,162.2,High,0.88,100,204.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0252,Chococrinkles+Coconutflour,Non-Indian reference food,61.3,Henry et al. GI tables (non-Indian cohort),12.3,11.0,13.5,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0253,Chococrinkles+Coconutflour,Non-Indian reference food,77.0,Henry et al. GI tables (non-Indian cohort),157.1,141.4,172.8,High,0.88,100,204.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0254,Europeancarrotcake+Coconutflour,Non-Indian reference food,51.8,Henry et al. GI tables (non-Indian cohort),10.4,9.3,11.4,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0255,Europeancarrotcake+Coconutflour,Non-Indian reference food,55.0,Henry et al. GI tables (non-Indian cohort),112.2,101.0,123.4,High,0.88,100,204.0,Original country: Philippines. Renamed generically for Indian audience.
